X,Y,OBJECTID,MIN_ID,Name,MAR_Name,Company,NTS_250K,Long_NAD83,Lat_NAD83,LSD,Section_,Township,Range,Meridian,Location,Well,Depth_m,Comm_1,Comm_2,Other_Comm,Occ_Type,Exposure,Media_Type,Highlights,Hghlt_Comm,Hghlt_Grad,Hghlt_Unit,Ore_Min,Gangue_Min,Morpho,Host_Rock,Strat_Age,Strat_Unit,Structure,Intrusion,Min_Host,Ref_AGS,Ref_MAR,Ref_Other,AE_MAR_WWW
-114.184555000390404,49.289822998804851,120,82G-M-02, , , ,82G,-114.184555,49.289823,16,10,4,2,5,On the west side of Mill Creek., , ,Copper, , ,Mineral occurrence,Surface, ,0.054% Cu over 2.13 m,Cu,0.054,%,Chalcopyrite, ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.102347000382622,49.232512999230941,121,82G-M-03, ,"Stone Point, White and Lyons", ,82G,-114.102347,49.232513,2,29,3,1,5,On the west side of South Drywood Creek., , ,Copper, , ,Mineral occurrence,Surface, , ,Cu,0, ,"Chalcopyrite, Galena","Pyrite, Calcite, Quartz",Vein-multiple,Carbonate,Mesoproterozoic,Sheppard Formation, , ,Carbonate-hosted,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)","MAR_19670003, MAR_19680006", , 
-114.077624999945968,49.277516999352088,122,82G-M-04, , , ,82G,-114.077625,49.277517,2,9,4,1,5,Pincher Ridge about 400 m north of Drywood Creek and about 6200 m NE of the head of the creek., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,1.25% Cu over 1.4 m,Cu,1.25,%,"Chalcocite, Bornite", ,"Stratabound, vein-multiple, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.077624999945968,49.277516999352088,123,82G-M-04B, , , ,82G,-114.077625,49.277517,2,9,4,1,5,About 400 m north of Drywood Creek and about 6200 m NE of the head of the creek., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,"Chalcocite, Malachite, Bornite", ,"Stratabound, disseminated, coating", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.437369999807387,49.330579999224028,124,82G-M-05, , , ,82G,-114.43737,49.33058,15,26,4,4,5,Along the north side of Syncline Brook., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,Chalcopyrite, ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.012339999554641,49.229176999217614,125,82G-M-07,Spionkop,Southwestern Alberta, ,82G,-114.01234,49.229177,15,24,3,1,5,Along the north side of Spionkop Ridge about 800 m SE of Spionkop Creek and about 1000 m west of the surface expression of the Lewis Thrust., , ,Copper,Silver, ,Mineral occurrence,Surface,Bedrock outcrop,"22.6 g/t Ag and 4.8% Cu over 1.52 m, 6.4% Cu over 0.61 m, 0.62% Cu over 3.96 m, 1.78% Cu and 8.2 g/t Ag over 2.13 m",Cu,6.4,%,"Covellite, Anilite, Bornite, Chalcocite, Chalcopyrite", ,"Intrusion-hosted, stratabound, disseminated, pods",Quartzite,Mesoproterozoic,Grinnel Formation, , ,Sandstone-hosted,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.012339999554641,49.229176999217614,126,82G-M-07A,Spionkop,Southwestern Alberta, ,82G,-114.01234,49.229177,15,24,3,1,5,Along the North side of Spionkop Ridge about 800 m SE of Spionkop Creek and about 1000 m west of the surface expression of the Lewis Thrust., , ,Copper,Silver, ,Mineral occurrence,Surface,Bedrock outcrop,"29.49 g/t Ag and 3.45% Cu over 2.44m, 1.83% Cu and 23.66 g/t Ag over 4.57 m",Cu,3.45,%,"Chalcocite, Bornite, Chalcopyrite, Malachite",Pyrite,Intrusion-hosted, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.012339999554641,49.229176999217614,127,82G-M-07B,Spionkop,Southwestern Alberta, ,82G,-114.01234,49.229177,15,24,3,1,5,Spionkop Zone along the north side of Spionkop Ridge about 800 m SE of Spionkop Creek and about 1000 m west of the surface expression of the Lewis Thrust., , ,Copper,Silver, ,Mineral occurrence,Surface,Bedrock outcrop,6.86 g/t Ag and 3.1% Cu over 2.44 m,Cu,3.1,%, , , , , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.012339999554641,49.229176999217614,128,82G-M-07C,Spionkop,Southwestern Alberta, ,82G,-114.01234,49.229177,15,24,3,1,5,Along the north side of Spionkop Ridge about 800 m SE of Spionkop Creek and about 1000 m west of the surface expression of the Lewis Thrust., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,"0.62% Cu over 1.68 m, 3.45% Cu",Cu,3.45,%,"Malachite, Chalcocite", ,"Stratabound, intrusion-hosted",Quartzite,Mesoproterozoic,Grinnel Formation, , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19700002, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.057343000056193,49.270293999359829,129,82G-M-08, ,Southwestern Alberta, ,82G,-114.057343,49.270294,10,3,4,1,5,"Along the NE slope of Drywood Mountain about 1600 m SE of North Drywood creek, near the head of a seasonal stream flowing NE.", , ,Copper, , ,Mineral occurrence,Surface, , ,Cu,0, ,"Malachite, Chalcocite, Bornite, Chalcopyrite", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19700002, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.057343000056193,49.270293999359829,130,82G-M-08A, ,Southwestern Alberta, ,82G,-114.057343,49.270294,10,3,4,1,5,"Drywood Mountain area; along the NE slope of Drywood Mountain about 1600 m SE of North Drywood Creek, near the head of a seasonal stream flowing NE.", , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,3% Cu,Cu,3,%,"Chalcocite, Bornite", ,Massive, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19730001, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.306800999747978,49.331689999055513,131,82G-M-09A,Whistler Mountain,Southwestern Alberta, ,82G,-114.306801,49.33169,14,26,4,3,5,On the west extension of Whistler Mountain about 2100 m east of the South Castle River and 3800 m south of Beaver Mines Lake., , ,Copper, , ,Mineral occurrence, , ,"5.28% Cu over 0.15 m, 1.02% Cu over 0.15 m",Cu,5.28,%,"Chalcocite, Bornite", ,Stratabound,Quartz arenite,Mesoproterozoic,Grinnel Formation, , ,Sandstone-hosted,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19700002,"Collin, J.A. and Smith, L. (1977): Genesis of cupriferous quartz arenite cycles in the Grinell Formation (Spokan equivalent), Middle proterozoic (Helikian) Belt-Purcell supergroup, Eastern Rocky Mountains, Canada; in Bulletin of Canadian Petroleum Geol.",http://www.energy.gov.ab.ca/minerals/3441.asp
-114.306800999747978,49.331689999055513,132,82G-M-09B,Whistler Mountain,Southwestern Alberta, ,82G,-114.306801,49.33169,14,26,4,3,5,"Whistler Mountain area, on the west extension of Whistler Mountain about 2100 m east of the South Castle River and 3800 m south of Beaver Mines Lake.", , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,"7.5% Cu over 0.05 m, 1.5 to 2.5% Cu over over 0.46 m, 7% Cu over 0.1 m",Cu,7.5,%,"Bornite, Chalcocite", ,Stratabound,Quartz arenite,Mesoproterozoic,Grinnel Formation, , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", ,"Collin, J.A. and Smith, L. (1977): Genesis of cupriferous quartz arenite cycles in the Grinell Formation (Spokan equivalent), Middle proterozoic (Helikian) Belt-Purcell supergroup, Eastern Rocky Mountains, Canada; in Bulletin of Canadian Petroleum Geol.", 
-114.306800999747978,49.331689999055513,133,82G-M-09C,Whistler Mountain,Southwestern Alberta, ,82G,-114.306801,49.33169,14,26,4,3,5,On the west extension of Whistler Mountain about 2100 m east of the South Castle River and 3800 m South of Beaver Mines Lake., , ,Copper,Silver, ,Mineral occurrence,Surface, ,"26 g/t Ag, 6.65% Cu, 515 ppb Hg",Cu,6.65,%,"Chalcocite, Chalcopyrite, Covellite, Bornite, Tennantite, Azurite, Malachite",Quartz,Stratabound (mineralized matrix),Quartz arenite,Mesoproterozoic,Grinnel Formation, , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", ,"Collin, J.A. and Smith, L. (1977): Genesis of cupriferous quartz arenite cycles in the Grinell Formation (Spokan equivalent), Middle proterozoic (Helikian) Belt-Purcell supergroup, Eastern Rocky Mountains, Canada; in Bulletin of Canadian Petroleum Geol.", 
-114.306800999747978,49.331689999055513,134,82G-M-09D,Whistler Mountain,Southwestern Alberta, ,82G,-114.306801,49.33169,14,26,4,3,5,On the west extension of Whistler Mountain about 2100 m east of the South Castle River and 3800 m south of Beaver Mines Lake., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,5% Cu over 0.15 m,Cu,5,%,"Chalcocite, Bornite, Chalcopyrite", ,Stratabound,Quartz arenite,Mesoproterozoic,Grinnel Formation, , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", ,"Collin, J.A. and Smith, L. (1977): Genesis of cupriferous quartz arenite cycles in the Grinell Formation (Spokan equivalent), Middle proterozoic (Helikian) Belt-Purcell supergroup, Eastern Rocky Mountains, Canada; in Bulletin of Canadian Petroleum Geol.", 
-114.350974000046122,49.315020999245675,135,82G-M-10, ,Southwestern Alberta, ,82G,-114.350974,49.315021,11,21,4,3,5,On a spur extending east from Barnaby Ridge towards Grizzly Creek and about 2000 m WSW of where Grizzly Creek enters the Castle River., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop and talus,0.46 % Cu,Cu,0.46,%,"Chalcocite, Bornite, Chalcopyrite", ,Stratabound,Quartz arenite,Mesoproterozoic,Grinnel Formation, , ,Sandstone-hosted,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19700002, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.004744000022356,49.22876099899073,136,82G-M-1001,Spionkop Ridge, , ,82G,-114.004744,49.228761,9,24,3,1,5,About 7 km south west of Twin butte., , ,Copper,Gold,Silver,Mineral occurrence,Surface,Bedrock outcrop,">1% Cu, 21.4 g/t Ag, 0.05 g/t Au",Cu,0, ,Malachite, , ,Basalt,Mesoproterozoic,Grinnel Formation, , , ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.31572699997416,49.204509999159356,137,82G-M-1002,La Coulotte Peak, , ,82G,-114.315727,49.20451,1,15,3,3,5,about 40 km due south of Burmis just off the BC/AB border., , ,Nickel,Chromium,Cobalt,Mineral occurrence,Surface,Bedrock outcrop,"444.8 ppm Cr, 61 ppm Co, 192 ppm Ni",Ni,0.0192,%, , ,Diseminated,Basalt,Mesoproterozoic,Roosville Formation, , , ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.401870999840355,49.258444999317064,138,82G-M-1003,Middle Kootenay Pass, , ,82G,-114.401871,49.258445,13,31,3,3,5,"about 38 km due south of the town of Frank, on the BC/AB border.", , ,Copper,Silver,Molybdenum,Geochemical anomaly,Surface,Bedrock outcrop,>1% Cu,Cu,0, , , ,Diseminated,Basalt,Mesoproterozoic,Grinnel Formation, , , ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.568918000033108,49.399474998951405,139,82G-M-1004,Carbondale River,Southwest Alberta, ,82G,-114.568918,49.399475,7,23,5,5,5,"Alberta side of the North Kooteny Pass, about 1 km down from the headwaters of the Carbondale River.", , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,0.56% Cu,Cu,0.56,%,"Chalcopyrite, Covellite","Arsenopyrite, Pyrite",Amydules,Basalt,Mesoproterozoic,Purcell Lava (Purcell Supergroup), , , ,Rukhlov and Pawlowicz 2011 (OFR 2011-11),"MAR_19710010, MAR_19730005, MAR_19750001","Morton, R.D., et al. 1974. the mineralogy, sulphur-isotope composition and origin of some copper deposits in the Belt Supergroup, Southwest Alberta, Canada; Mineralium Deposita, v. 9, p. 223-241.", 
-114.568918000033108,49.399474998951405,140,82G-M-1004a,Carbondale River,Southwest Alberta, ,82G,-114.568918,49.399475,7,23,5,5,5,"Alberta side of the North Kooteny Pass, about 1 km down from the headwaters of the Carbondale River.", , ,Lead,Zinc, ,Mineral occurrence,Surface,Bedrock outcrop," 0.18% Pb, 0.29% Zn, 1955 ppb Hg",Pb,0.18,%,"Galena, Sphalerite, Cerussite","Arsenopyrite, Pyrite","Stratabound, disseminated and veins",Siltstone and sandstone,Mesoproterozoic,Sheppard Formation,Conjugate fracture sets, , ,Rukhlov and Pawlowicz 2011 (OFR 2011-11),"MAR_19710010, MAR_19730005, MAR_19750001","Morton, R.D., et al. 1974. the mineralogy, sulphur-isotope composition and origin of some copper deposits in the Belt Supergroup, Southwest Alberta, Canada; Mineralium Deposita, v. 9, p. 223-241.", 
-114.104215000303569,49.265910999061177,141,82G-M-1005,Drywood Creek, , ,82G,-114.104215,49.265911,6,5,4,1,5,About 33 km South of Cowley about 3.85 km down creek from the headwaters of Drywood Creek., , ,Copper, , ,Geochemical anomaly,Surface,Bedrock outcrop,"164 ppm Zn, 153 ppm Cu",Cu,0.0153,%, , , ,Basalt,Mesoproterozoic,Purcell Lava (Purcell Supergroup), , , ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.38519500009609,49.290483999154922,142,82G-M-1006,Southwest Flank of Barnaby Ridge, , ,82G,-114.385195,49.290484,16,7,4,3,5,Due south of the town of Frank 34.5 km., , ,Copper,Lead, ,Geochemical anomaly,Surface,Bedrock outcrop,Cu 550 ppm and 73 ppm Pb,Cu,0.05,%, , ,Basaltic intrusion,Basalt,Mesoproterozoic,Grinnel Formation, , , ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.215921999782125,49.182225998843172,143,82G-M-1007,Font Creek, , ,82G,-114.215922,49.182226,11,4,3,2,5,Roughly 42km SSE from Burmis on the BC/AB border., , ,Nickel, , ,Geochemical anomaly,Surface,Bedrock outcrop,102 ppm Ni,Ni,0.01,%, , , ,basalt,Mesoproterozoic,Roosville Formation, ,Basalt, ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.119242000409997,49.271783999213142,144,82G-M-1008,Pincher Ridge, , ,82G,-114.119242,49.271784,10,6,4,1,5,On top of Pincher ridge between the second and third saddle., , ,Nickel, , ,Geochemical anomaly,Surface,Bedrock outcrop,50-70 ppm Ni,Ni,0.007,%, , ,Basaltic intrusion,basalt,Mesoproterozoic,Lower Gateway Formation, ,Basalt, ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.050010000289632,49.247182999025334,145,82G-M-1009,South Drywood Creek, , ,82G,-114.05001,49.247183,1,34,3,1,5,At the end of township road 41A on the north facing slope above south drywood creek., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,1519 ppm Cu,Cu,0.15,%,chalcopyrite, , ,Quartzite,Mesoproterozoic,"Siyeh Formation, Grinnell Formation", ,Basalt, ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.007673999950271,49.222097998813375,146,82G-M-1010,Spionkop Ridge, , ,82G,-114.007674,49.222098,7,24,3,1,5,In the north (south faceing) side of blind canyon., , ,Copper,Gold,"Lead, Silver, Molybdenum",Geochemical anomaly,Surface,Bedrock outcrop,"763 ppm Cu, 21 ppb Au, 3664 ppb Ag, 887 ppm Pb, 52 ppm Mo, trace Pt and Pd",Cu,0.07,%, , , ,Quartzite,Mesoproterozoic,Siyeh Formation, , , ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), ,"Morton, R.D., et al. 1974. the mineralogy, sulphur-isotope composition and origin of some copper deposits in the Belt Supergroup, Southwest Alberta, Canada; Mineralium Deposita, v. 9, p. 223-241.", 
-114.260891999773406,49.17934399895659,147,82G-M-1011,Jutland brook, , ,82G,-114.260892,49.179344,6,6,3,2,5,Nearly on the Alberta BC border just up past the headwatesr of the Jutland Brook between Jutland Mountain and Mount Matkin., , ,Silver,Gold, ,Geochemical anomaly,Surface,Bedrock outcrop,"3.5 g/t Ag, 20 ppb Au",Ag,3.5,g/t, , , ,Quartzite,Middle Cambrian,Flathead Formation, ,Trachyte and phonolite dikes, ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.294379999704347,49.189346998923995,148,82G-M-1012,La Coulotte Ridge, , ,82G,-114.29438,49.189347,1,11,3,3,5,South east from La Coulotte Peak along the Ridge about 2 km. Just on the Alberta side., , ,Copper,Gold,"Molybednum, Lead",Geochemical anomaly,Surface,Bedrock outcrop,"440 ppm Cu, 50.4 ppb Au, 50 ppm Mo, 120 ppm Pb also anomalous Bi, and Te",Cu,0.044,%,Malachite, ,Disseminated,Siltstone,Mesoproterozoic,Roosville Formation, ,Trachytes, ,Rukhlov and Pawlowicz 2011 (OFR 2011-11), , , 
-114.286176999551444,49.57857799933744,149,82G-M-1013,Burmis,Crowsnest Pass,Micrex Development Corp.,82G,-114.286177,49.578578,14,24,7,3,5,"Crowsnest Pass, 9 km east and northeast of Blairmore, on the eastern slope of the Livingstone Range.", , ,Magnetite,Titanium,Iron,Project with Historical Resource Estimate,Surface and subsurface,Bedrock,"Historical resource estimate of 111,200 tonnes indicated of 60 wt% magnetite (this is non NI-43-101 compliant)",Fe3O4,60,%,Magnetite,"Chlorite, Calcite",stratabound,Sandstone,Upper Cretaceous,Burmis Formation, , , ,BUL_009,"MAR_19940001, MAR_19560002, MAR_ 19570003, MAR_19570004, MAR_19570005, MAR_19580001, MAR_19720011, MAR_19950003, MAR_19970012, MAR_20040005","Dufresne, M.B. (2003): 2003 Technical Report on Burmis Magnetite Deposits, Crowsnest Pass, Southwest Alberta, 63 p. [SEDAR filing]", 
-114.350974000046122,49.315020999245675,150,82G-M-10B, ,Southwestern Alberta, ,82G,-114.350974,49.315021,11,21,4,3,5,On a spur extending east from Barnaby Ridge towards Grizzly Creek and about 2000 m WSW of where Grizzly Creek enters the Castle River., , ,Copper,Silver,Lead,Mineral occurrence, , ,"25 g/t Ag, 1.18% Cu, 0.022% Pb, 130 ppm Co",Cu,0.02,%,"Chalcocite, Chalcopyrite, Covellite, Bornite, Tennantite, Azurite, Malachite", ,Stratabound (mineralized matrix), , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19700002,"Collin, J.A. and Smith, L. (1977): Genesis of cupriferous quartz arenite cycles in the Grinell Formation (Spokan equivalent), Middle proterozoic (Helikian) Belt-Purcell supergroup, Eastern Rocky Mountains, Canada; in Bulletin of Canadian Petroleum Geol.", 
-114.350974000046122,49.315020999245675,151,82G-M-10C, ,Southwestern Alberta, ,82G,-114.350974,49.315021,11,21,4,3,5,On a spur extending east from Barnaby Ridge towards Grizzly Creek and about 2000 m WSW of where Grizzly Creek entered the Castle River., , ,Copper,Silver,Lead,Mineral occurrence,Surface,Bedrock outcrop,"3.429 g/t Ag 1.22 m, 0.95% Cu 1.22m, 1.19% Pb 1.52 m",Cu,0.95,%,"Chalcocite, Bornite, Chalcopyrite", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19700002, , 
-114.577917999879148,49.393082999307666,152,82G-M-11, ,Southwestern Alberta, ,82G,-114.577918,49.393083,3,23,5,5,5,At an elevation of about 2042 m about 1200 m east on North Kootenay Pass on the Alberta/B.C. border., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,0.98% Cu,Cu,0.98,%,"Malachite, Chalcocite", ,Stratabound,Dolomite,Mesoproterozoic,Sheppard Formation, , ,Carbonate-hosted,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19700002, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.154056999763512,49.372754998998552,153,82G-M-115, ,Southwestern Alberta, ,82G,-114.154057,49.372755,12,12,5,2,5,Along Mill Creek about 5.2 km SW of Beauvais Lake., , ,Iron, , ,Mineral occurrence,Surface,Bedrock outcrop,11.4% Fe over 3.05 m,Fe,11.4,%,"Magnetite, Anatase", ,Stratrabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.577917999879148,49.393082999307666,154,82G-M-11A, ,Southwestern Alberta, ,82G,-114.577918,49.393083,3,23,5,5,5,"North Kootenay Pass and South Lost Creek, at an elevation of about 2042 m about 1200 m east on North Kootenay Pass on the Alberta/B.C. border.", , ,Copper, , ,Mineral occurrence, , , ,Cu,0, ,Chalcopyrite, ,"Stratabound, disseminated, volcanic hosted", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710010, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.577917999879148,49.393082999307666,155,82G-M-11B, ,Southwestern Alberta, ,82G,-114.577918,49.393083,3,23,5,5,5,North Kooteray Pass area at an elevation of 2042 m about 1200 m east on North Kootenay Pass on the Alberta/B.C. border., , ,Lead,Zinc,Silver,Mineral occurrence,Surface,Bedrock outcrop,"79.54 g/t Ag, 1.4% Zn, 2.56% Pb  over 1.80 m",Pb,2.56,%,Galena, ,"Stratabound, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.577917999879148,49.393082999307666,156,82G-M-11D, ,Clark Range, ,82G,-114.577918,49.393083,3,23,5,5,5,"Immediately north of Mt. Hollebeke on the Continental Divide at an elevationof 2042 m, about 1200 m east on North Kootenay Pass on the Alberta/B.C. border.", , ,Zinc,Lead,Copper,Mineral occurrence,Surface,Bedrock outcrop,"0.03% Cu, 0.24% Zn and 0.16% Pb over 0.91 m",Zn,0.24,%,"Sphalerite, Galena", ,"Stratabound, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710007, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.050392999705963,49.246401999062215,157,82G-M-12, , , ,82G,-114.050393,49.246402,16,27,3,1,5,About 550 m SE of South Drywood Creek and about 6 km ENE of the head of South Drywood Creek (Bovin Lake)., , ,Copper,Zinc,Lead,Mineral occurrence,Surface,Bedrock outcrop,"0.24% Zn, 0.16% Pb, and 0.03% Cu over 0.91m",Cu,0.03,%,"Chalcopyrite, Bornite, Galena",Pyrite,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.032061999577778,49.221120998886221,158,82G-M-13, , , ,82G,-114.032062,49.221121,2,23,3,1,5,About 600m SE of Spionkop Creek and about 2800 m West of the surface expression of the Lewis Thrust., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,Chalcocite, ,"Vein-multiple, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.021510000178324,49.248623998776708,159,82G-M-15, , , ,82G,-114.02151,49.248624,4,36,3,1,5,About 900 m NW of Spionkop Creek and about 600 m west of the surface expression of the Lewis Thrust., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,Chalcopyrite, ,"Stratabound, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.083456000387784,49.216122999142975,160,82G-M-16, , , ,82G,-114.083456,49.216123,14,16,3,1,5,About 750 m NW of Spionkop Creek and about 3200 m ESE of Bovin Lake., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,Chalcopyrite, ,"Stratabound, disseminated, vesicle fill", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.102894999655391,49.319464998956931,161,82G-M-17, , , ,82G,-114.102895,49.319465,14,20,4,1,5,About 160 0m NNW of Pincher Creek and about 500 m west of the surface expression of the Lewis Thrust., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0.01,%,Malachite, ,Disseminated and coatings, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.092626000113142,49.288628999249681,162,82G-M-18, , , ,82G,-114.092626,49.288629,16,8,4,1,5,Towards the north end of Pincher Ridge., , ,Copper, , ,Mineral occurrence,Surface, , ,Cu,0, ,Copper mineralization, , , , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.092626000113142,49.288628999249681,163,82G-M-18A, , , ,82G,-114.092626,49.288629,16,8,4,1,5,"Pincher Ridge area, about 1400 m SE of Pincher Creek and about 1600 m SW of the surface expression of the Lewis Thrust.", , ,Copper,Silver, ,Mineral occurrence,Surface, ,8.914 g/t Ag and 1.01% Cu over 0.91 m,Cu,1.01,%,"Chalcocite, Chalcopyrite, Bornite", ,"Vein-multiple, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.092626000113142,49.288628999249681,164,82G-M-18B, , , ,82G,-114.092626,49.288629,16,8,4,1,5,About 1400 m SE of Pincher Creek and about 1600 m SW of the surface expression of the Lewis Thrust., , ,Copper, , ,Mineral occurrence,Surface, , ,Cu,0, ,"Chalcocite, Bornite", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.154847999608847,49.289182998877308,165,82G-M-19, , , ,82G,-114.154848,49.289183,13,12,4,2,5,"About 1300 m SW of Victoria Peak, and about 1600 m NW of Pincher Creek.", , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,Malachite, ,"Stratabound, coating (on joints)", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.383189999907813,49.222509999210544,166,82G-M-20, , , ,82G,-114.38319,49.22251,8,19,3,3,5,About 850 m NE of Scarpe Mountain on the B.C. border., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,"Chalcopyrite, Malachite", ,"Vesicle fill, staining", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.412911999859688,49.261680998951057,167,82G-M-21, , , ,82G,-114.412912,49.261681,2,1,4,4,5,"In the Middle Kootney Pass on the B.C. border, on the NW side of the Pass.", , ,Zinc, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Zn,0, ,Sphalerite, ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-118.059858000124095,52.920677999350666,168,83D-M-06, , , ,83D,-118.059858,52.920678,7,34,45,1,6,"At the faulted junction between limestones and conglomerates, near Henry House (location is approximate).", , ,Lead, , ,Mineral occurrence,Surface,Bedrock, ,Pb,0, ,Galena, ,Vein-single, , , , , , ,Olson et al. 1994 (OFR 1994-8), ,"Dawson, G.M. (1901):  Reports A, D, F, G, J, L, M, R and S,  Geological Survey of Canada, Annual Report 1898, Volume XI, No. 715.", 
-118.015359000311037,53.025473998979372,169,83E-M-01, , , ,83E,-118.015359,53.025474,11,1,47,1,6,SE of Morro Peak on Mt. Hawk., , ,Unknown, , ,Mineral occurrence,Surface,Bedrock,Disseminated pyrite, ,0, ,Sulfides,Pyrite,Disseminated, , , , , , ,Olson et al. 1994 (OFR 1994-8), ,"deWit, R., and McLaren, D.J. (1950): Devonian section in the Rocky Mountains between Crowsnest Pass and Jasper, Alberta, Geological Survey of Canada, Paper 50-23, 66p.", 
